# Iowa Hawkeyes Sports Events (2020-2025)
# Format: DATE | SPORT | OPPONENT | LOCATION | RESULT | EVENT_TYPE

# Baseball 2020-21 Season
2021-01-31 | WRESTLING | ILLINOIS | Iowa City, Iowa | W 36-6 | HOME_MATCH

# Men's Wrestling 2021-22 Season
2021-11-19 | WRESTLING | PRINCETON | Iowa City, Iowa | W 32-12 | HOME_MATCH
2021-11-28 | WRESTLING | ARMY | Iowa City, Iowa | W 36-7 | HOME_MATCH
2022-01-07 | WRESTLING | MINNESOTA | Iowa City, Iowa | W 22-10 | HOME_MATCH
2022-01-09 | WRESTLING | PURDUE | Iowa City, Iowa | W 36-4 | HOME_MATCH
2022-01-28 | WRESTLING | PENN STATE | Iowa City, Iowa | L 13-19 | HOME_MATCH
2022-02-05 | WRESTLING | WISCONSIN | Iowa City, Iowa | W 29-6 | HOME_MATCH

# Men's Wrestling 2022-23 Season
2022-11-13 | WRESTLING | CALIFORNIA BAPTIST | Iowa City, Iowa | W 42-3 | HOME_MATCH
2022-11-26 | WRESTLING | #21 PENN | Iowa City, Iowa | W 26-11 | HOME_MATCH
2022-12-04 | WRESTLING | #7 IOWA STATE | Iowa City, Iowa | W 18-15 | HOME_MATCH
2023-01-06 | WRESTLING | ILLINOIS | Iowa City, Iowa | W 25-19 | HOME_MATCH
2023-01-13 | WRESTLING | #11 NORTHWESTERN | Iowa City, Iowa | W 27-9 | HOME_MATCH
2023-01-20 | WRESTLING | #11 NEBRASKA | Iowa City, Iowa | W 34-6 | HOME_MATCH
2023-02-10 | WRESTLING | #9 MICHIGAN | Iowa City, Iowa | W 33-8 | HOME_MATCH
2023-02-19 | WRESTLING | #6 OKLAHOMA STATE | Iowa City, Iowa | W 28-7 | HOME_MATCH

# Men's Wrestling 2023-24 Season
2023-11-19 | WRESTLING | #16 OREGON STATE | Iowa City, Iowa | W 25-11 | HOME_MATCH
2023-12-08 | WRESTLING | COLUMBIA | Iowa City, Iowa | W 38-3 | HOME_MATCH
2024-01-15 | WRESTLING | #10 MINNESOTA | Iowa City, Iowa | W 22-9 | HOME_MATCH
2024-01-19 | WRESTLING | PURDUE | Iowa City, Iowa | W 34-6 | HOME_MATCH
2024-02-09 | WRESTLING | #1 PENN STATE | Iowa City, Iowa | L 6-29 | HOME_MATCH
2024-02-18 | WRESTLING | WISCONSIN | Iowa City, Iowa | W 34-7 | HOME_MATCH

# Men's Wrestling 2024-25 Season
2024-11-09 | WRESTLING | #20 STANFORD | Iowa City, Iowa | W 32-9 | HOME_MATCH
2024-11-23 | WRESTLING | #12 IOWA STATE | Iowa City, Iowa | W 21-15 | HOME_MATCH
2025-01-17 | WRESTLING | #9 ILLINOIS | Iowa City, Iowa | W 28-6 | HOME_MATCH
2025-01-25 | WRESTLING | #4 OHIO STATE | Iowa City, Iowa | W 24-13 | HOME_MATCH
2025-02-07 | WRESTLING | #7 NEBRASKA | Iowa City, Iowa | W 19-16 | HOME_MATCH
2025-02-16 | WRESTLING | NORTHWESTERN | Iowa City, Iowa | W 37-3 | HOME_MATCH
